TurnNumber,PlayerBalance
900,760.0
901,770.0
902,780.0
903,780.0
904,770.0
905,785.0
906,775.0
907,785.0
908,795.0
909,785.0
910,795.0
911,805.0
912,795.0
913,805.0
914,815.0
915,805.0
916,795.0
917,795.0
918,795.0
919,805.0
920,795.0
921,785.0
922,795.0
923,805.0
924,815.0
925,825.0
926,835.0
927,825.0
928,825.0
929,835.0
930,845.0
931,855.0
932,845.0
933,835.0
934,845.0
935,855.0
936,855.0
937,865.0
938,855.0
939,845.0
940,835.0
941,825.0
942,815.0
943,805.0
944,815.0
945,805.0
946,815.0
947,825.0
948,815.0
949,815.0
950,825.0
951,825.0
952,835.0
953,825.0
954,815.0
955,815.0
956,825.0
957,835.0
958,845.0
959,860.0
960,850.0
961,840.0
962,830.0
963,820.0
964,830.0
965,840.0
966,840.0
967,850.0
968,860.0
969,850.0
970,860.0
971,870.0
972,870.0
973,880.0
974,870.0
975,880.0
976,890.0
977,900.0
978,890.0
979,880.0
980,890.0
981,900.0
982,910.0
983,900.0
984,890.0
985,880.0
986,890.0
987,900.0
988,900.0
989,910.0
990,900.0
991,910.0
992,900.0
993,890.0
994,880.0
995,870.0
996,870.0
997,885.0
998,895.0
999,895.0
1000,885.0
1001,895.0
1002,885.0
1003,895.0
1004,885.0
1005,875.0
1006,865.0
1007,855.0
1008,845.0
1009,835.0
1010,845.0
1011,835.0
1012,825.0
1013,815.0
1014,805.0
1015,795.0
1016,805.0
1017,805.0
1018,795.0
1019,805.0
1020,815.0
1021,825.0
1022,815.0
1023,825.0
1024,825.0
1025,825.0
1026,835.0
1027,825.0
1028,835.0
1029,845.0
1030,835.0
1031,845.0
1032,855.0
1033,865.0
1034,875.0
1035,885.0
1036,875.0
1037,865.0
1038,880.0
1039,890.0
1040,880.0
1041,890.0
1042,890.0
1043,880.0
1044,870.0
1045,880.0
1046,870.0
1047,885.0
1048,875.0
1049,875.0
1050,865.0
1051,875.0
1052,865.0
1053,880.0
1054,890.0
1055,880.0
1056,870.0
1057,860.0
1058,870.0
1059,860.0
1060,850.0
1061,840.0
1062,830.0
1063,840.0
1064,830.0
1065,840.0
1066,830.0
1067,845.0
1068,855.0
1069,845.0
1070,855.0
1071,870.0
1072,880.0
1073,870.0
1074,880.0
1075,890.0
1076,900.0
1077,890.0
1078,900.0
1079,890.0
1080,900.0
1081,910.0
1082,920.0
1083,910.0
1084,920.0
1085,910.0
1086,920.0
1087,920.0
1088,910.0
1089,900.0
1090,890.0
1091,905.0
1092,915.0
1093,925.0
1094,915.0
1095,905.0
1096,905.0
1097,895.0
1098,885.0
1099,875.0
1100,885.0
1101,895.0
1102,905.0
1103,915.0
1104,925.0
1105,915.0
1106,925.0
1107,915.0
1108,905.0
1109,920.0
1110,930.0
1111,940.0
1112,955.0
1113,965.0
1114,975.0
1115,990.0
1116,980.0
1117,980.0
1118,980.0
1119,995.0
1120,985.0
1121,975.0
1122,985.0
1123,975.0
1124,985.0
1125,975.0
1126,965.0
1127,975.0
1128,990.0
1129,1000.0
1130,1010.0
1131,1000.0
1132,1010.0
1133,1020.0
1134,1030.0
1135,1020.0
1136,1030.0
1137,1020.0
1138,1020.0
1139,1010.0
1140,1010.0
1141,1020.0
1142,1030.0
1143,1040.0
1144,1050.0
1145,1040.0
1146,1030.0
1147,1040.0
1148,1040.0
1149,1050.0
1150,1060.0
1151,1070.0
1152,1080.0
1153,1070.0
1154,1060.0
1155,1060.0
1156,1050.0
1157,1040.0
1158,1030.0
1159,1045.0
1160,1035.0
1161,1045.0
1162,1055.0
1163,1065.0
1164,1075.0
1165,1085.0
1166,1095.0
1167,1110.0
1168,1100.0
1169,1090.0
1170,1090.0
1171,1080.0
1172,1070.0
1173,1080.0
1174,1070.0
1175,1060.0
1176,1050.0
1177,1040.0
1178,1050.0
1179,1060.0
1180,1050.0
1181,1050.0
1182,1060.0
1183,1060.0
1184,1050.0
1185,1040.0
1186,1050.0
1187,1060.0
1188,1070.0
1189,1060.0
1190,1050.0
1191,1040.0
1192,1030.0
1193,1040.0
1194,1050.0
1195,1040.0
1196,1030.0
1197,1040.0
1198,1050.0
1199,1040.0
1200,1030.0
1201,1020.0
1202,1010.0
1203,1020.0
1204,1010.0
1205,1000.0
1206,1010.0
1207,1000.0
1208,990.0
1209,1000.0
1210,1010.0
1211,1010.0
1212,1020.0
1213,1010.0
1214,1020.0
1215,1010.0
1216,1020.0
1217,1010.0
1218,1000.0
1219,1010.0
1220,1020.0
1221,1010.0
1222,1020.0
1223,1030.0
1224,1020.0
1225,1030.0
1226,1020.0
1227,1030.0
1228,1040.0
1229,1050.0
1230,1040.0
1231,1050.0
1232,1060.0
1233,1070.0
1234,1060.0
1235,1050.0
1236,1060.0
1237,1050.0
1238,1040.0
1239,1030.0
1240,1040.0
1241,1040.0
1242,1050.0
1243,1040.0
1244,1050.0
1245,1040.0
1246,1055.0
1247,1065.0
1248,1055.0
1249,1065.0
1250,1055.0
1251,1065.0
1252,1055.0
1253,1065.0
1254,1075.0
1255,1085.0
1256,1095.0
1257,1110.0
1258,1100.0
1259,1090.0
1260,1100.0
1261,1100.0
1262,1090.0
1263,1080.0
1264,1090.0
1265,1100.0
1266,1090.0
1267,1100.0
1268,1090.0
1269,1100.0
1270,1100.0
1271,1110.0
1272,1100.0
1273,1110.0
1274,1120.0
1275,1130.0
1276,1140.0
1277,1140.0
1278,1130.0
1279,1140.0
1280,1130.0
1281,1120.0
1282,1130.0
1283,1120.0
1284,1110.0
1285,1120.0
1286,1130.0
1287,1140.0
1288,1150.0
1289,1160.0
1290,1170.0
1291,1160.0
1292,1175.0
1293,1185.0
1294,1175.0
1295,1185.0
1296,1195.0
1297,1205.0
1298,1195.0
1299,1185.0
1300,1185.0
1301,1195.0
1302,1205.0
1303,1215.0
1304,1205.0
1305,1195.0
1306,1195.0
1307,1185.0
1308,1175.0
1309,1165.0
1310,1175.0
1311,1165.0
1312,1175.0
1313,1165.0
1314,1175.0
1315,1165.0
1316,1175.0
1317,1185.0
1318,1195.0
1319,1205.0
1320,1195.0
1321,1195.0
1322,1185.0
1323,1175.0
1324,1165.0
1325,1155.0
1326,1145.0
1327,1145.0
1328,1155.0
1329,1155.0
1330,1165.0
1331,1175.0
1332,1190.0
1333,1200.0
1334,1190.0
1335,1180.0
1336,1170.0
1337,1160.0
1338,1150.0
1339,1160.0
1340,1170.0
1341,1160.0
1342,1170.0
1343,1160.0
1344,1150.0
1345,1140.0
1346,1150.0
1347,1140.0
1348,1150.0
1349,1140.0
1350,1150.0
1351,1160.0
1352,1170.0
1353,1160.0
1354,1170.0
1355,1185.0
1356,1195.0
1357,1185.0
1358,1175.0
1359,1165.0
1360,1175.0
1361,1185.0
1362,1175.0
1363,1165.0
1364,1175.0
1365,1165.0
1366,1155.0
1367,1165.0
1368,1175.0
1369,1185.0
1370,1195.0
1371,1185.0
1372,1195.0
1373,1185.0
1374,1185.0
1375,1200.0
1376,1210.0
1377,1220.0
1378,1230.0
1379,1220.0
1380,1210.0
1381,1210.0
1382,1200.0
1383,1200.0
1384,1200.0
1385,1190.0
1386,1180.0
1387,1170.0
1388,1180.0
1389,1170.0
1390,1160.0
1391,1170.0
1392,1160.0
1393,1160.0
1394,1150.0
1395,1160.0
1396,1175.0
1397,1185.0
1398,1175.0
1399,1175.0
1400,1185.0
1401,1175.0
1402,1165.0
1403,1175.0
1404,1185.0
1405,1175.0
1406,1185.0
1407,1175.0
1408,1165.0
1409,1175.0
1410,1165.0
1411,1180.0
1412,1170.0
1413,1170.0
1414,1160.0
1415,1150.0
1416,1140.0
1417,1150.0
1418,1160.0
1419,1150.0
1420,1140.0
1421,1130.0
1422,1120.0
1423,1130.0
1424,1120.0
1425,1130.0
1426,1120.0
1427,1130.0
1428,1140.0
1429,1130.0
1430,1120.0
1431,1110.0
1432,1100.0
1433,1090.0
1434,1100.0
1435,1110.0
1436,1100.0
1437,1100.0
1438,1090.0
1439,1100.0
1440,1115.0
1441,1105.0
1442,1095.0
1443,1105.0
1444,1095.0
1445,1085.0
1446,1075.0
1447,1065.0
1448,1075.0
1449,1085.0
1450,1095.0
1451,1085.0
1452,1075.0
1453,1065.0
1454,1065.0
1455,1075.0
1456,1075.0
1457,1090.0
1458,1080.0
1459,1090.0
1460,1100.0
1461,1110.0
1462,1120.0
1463,1110.0
1464,1100.0
1465,1090.0
1466,1080.0
1467,1090.0
1468,1080.0
1469,1070.0
1470,1060.0
1471,1060.0
1472,1075.0
1473,1065.0
1474,1055.0
1475,1045.0
1476,1035.0
1477,1025.0
1478,1015.0
1479,1005.0
1480,1015.0
1481,1025.0
1482,1015.0
1483,1005.0
1484,1015.0
1485,1025.0
1486,1035.0
1487,1045.0
1488,1035.0
1489,1035.0
1490,1025.0
1491,1035.0
1492,1035.0
1493,1050.0
1494,1060.0
1495,1070.0
1496,1080.0
1497,1090.0
1498,1100.0
1499,1110.0
1500,1120.0
1501,1130.0
1502,1120.0
1503,1130.0
1504,1120.0
1505,1135.0
1506,1125.0
1507,1135.0
1508,1145.0
1509,1135.0
1510,1145.0
1511,1135.0
1512,1125.0
1513,1115.0
1514,1130.0
1515,1140.0
1516,1130.0
1517,1120.0
1518,1120.0
1519,1130.0
1520,1120.0
1521,1130.0
1522,1140.0
1523,1150.0
1524,1160.0
1525,1150.0
1526,1150.0
1527,1160.0
1528,1150.0
1529,1140.0
1530,1150.0
1531,1150.0
1532,1150.0
1533,1160.0
1534,1170.0
1535,1180.0
1536,1190.0
1537,1200.0
1538,1210.0
1539,1200.0
1540,1200.0
1541,1190.0
1542,1180.0
1543,1180.0
1544,1190.0
1545,1180.0
1546,1190.0
1547,1200.0
1548,1190.0
1549,1200.0
1550,1215.0
1551,1205.0
1552,1205.0
1553,1195.0
1554,1185.0
1555,1195.0
1556,1205.0
1557,1205.0
1558,1195.0
1559,1185.0
1560,1175.0
1561,1175.0
1562,1165.0
1563,1155.0
1564,1145.0
1565,1135.0
1566,1125.0
1567,1135.0
1568,1145.0
1569,1135.0
1570,1125.0
1571,1135.0
1572,1125.0
1573,1135.0
1574,1125.0
1575,1140.0
1576,1150.0
1577,1160.0
1578,1175.0
1579,1185.0
1580,1195.0
1581,1205.0
1582,1195.0
1583,1205.0
1584,1195.0
1585,1210.0
1586,1200.0
1587,1190.0
1588,1200.0
1589,1190.0
1590,1200.0
1591,1215.0
1592,1205.0
1593,1195.0
1594,1185.0
1595,1195.0
1596,1205.0
1597,1195.0
1598,1205.0
1599,1195.0
1600,1195.0
1601,1205.0
1602,1195.0
1603,1205.0
1604,1195.0
1605,1185.0
1606,1200.0
1607,1190.0
1608,1180.0
1609,1170.0
1610,1180.0
1611,1190.0
1612,1200.0
1613,1190.0
1614,1200.0
1615,1200.0
1616,1200.0
1617,1190.0
1618,1200.0
1619,1210.0
1620,1200.0
1621,1190.0
1622,1180.0
1623,1170.0
1624,1160.0
1625,1170.0
1626,1160.0
1627,1170.0
1628,1160.0
1629,1175.0
1630,1185.0
1631,1195.0
1632,1205.0
1633,1195.0
1634,1185.0
1635,1195.0
1636,1185.0
1637,1175.0
1638,1185.0
1639,1195.0
1640,1185.0
1641,1195.0
1642,1205.0
1643,1215.0
1644,1205.0
1645,1215.0
1646,1205.0
1647,1215.0
1648,1205.0
1649,1195.0
1650,1195.0
1651,1185.0
1652,1195.0
1653,1195.0
1654,1205.0
1655,1195.0
1656,1205.0
1657,1195.0
1658,1205.0
1659,1215.0
1660,1230.0
1661,1220.0
1662,1210.0
1663,1225.0
1664,1215.0
1665,1215.0
1666,1205.0
1667,1215.0
1668,1215.0
1669,1205.0
1670,1195.0
1671,1185.0
1672,1195.0
1673,1185.0
1674,1175.0
1675,1165.0
1676,1155.0
1677,1165.0
1678,1175.0
1679,1175.0
1680,1165.0
1681,1155.0
1682,1165.0
1683,1155.0
1684,1165.0
1685,1175.0
1686,1165.0
1687,1155.0
1688,1145.0
1689,1145.0
1690,1135.0
1691,1145.0
1692,1155.0
1693,1165.0
1694,1155.0
1695,1165.0
1696,1175.0
1697,1165.0
1698,1175.0
1699,1185.0
1700,1175.0
1701,1185.0
1702,1175.0
1703,1185.0
1704,1175.0
1705,1165.0
1706,1155.0
1707,1145.0
1708,1155.0
1709,1145.0
1710,1135.0
1711,1125.0
1712,1115.0
1713,1125.0
1714,1135.0
1715,1145.0
1716,1160.0
1717,1170.0
1718,1185.0
1719,1185.0
1720,1175.0
1721,1165.0
1722,1155.0
1723,1155.0
1724,1145.0
1725,1155.0
1726,1145.0
1727,1155.0
1728,1165.0
1729,1175.0
1730,1185.0
1731,1195.0
1732,1185.0
1733,1175.0
1734,1165.0
1735,1155.0
1736,1145.0
1737,1155.0
1738,1165.0
1739,1175.0
1740,1185.0
1741,1175.0
1742,1185.0
1743,1175.0
1744,1185.0
1745,1195.0
1746,1205.0
1747,1220.0
1748,1230.0
1749,1240.0
1750,1240.0
1751,1230.0
1752,1220.0
1753,1220.0
1754,1230.0
1755,1240.0
1756,1240.0
1757,1230.0
1758,1220.0
1759,1230.0
1760,1220.0
1761,1210.0
1762,1200.0
1763,1210.0
1764,1200.0
1765,1190.0
1766,1200.0
1767,1190.0
1768,1180.0
1769,1170.0
1770,1185.0
1771,1175.0
1772,1165.0
1773,1165.0
1774,1155.0
1775,1155.0
1776,1165.0
1777,1155.0
1778,1145.0
1779,1135.0
1780,1135.0
1781,1125.0
1782,1115.0
1783,1125.0
1784,1115.0
1785,1105.0
1786,1105.0
1787,1115.0
1788,1105.0
1789,1115.0
1790,1115.0
1791,1125.0
1792,1115.0
1793,1125.0
1794,1115.0
1795,1105.0
1796,1115.0
1797,1125.0
1798,1135.0
1799,1125.0
1800,1135.0
1801,1135.0
1802,1150.0
1803,1165.0
1804,1155.0
1805,1145.0
1806,1155.0
1807,1145.0
1808,1160.0
1809,1150.0
1810,1160.0
1811,1150.0
1812,1160.0
1813,1170.0
1814,1180.0
1815,1190.0
1816,1180.0
1817,1170.0
1818,1180.0
1819,1190.0
1820,1180.0
1821,1190.0
1822,1200.0
1823,1210.0
1824,1220.0
1825,1210.0
1826,1210.0
1827,1220.0
1828,1220.0
1829,1210.0
1830,1200.0
1831,1190.0
1832,1200.0
1833,1190.0
1834,1180.0
1835,1190.0
1836,1200.0
1837,1210.0
1838,1220.0
1839,1230.0
1840,1220.0
1841,1230.0
1842,1240.0
1843,1250.0
1844,1250.0
1845,1240.0
1846,1230.0
1847,1240.0
1848,1240.0
1849,1230.0
1850,1220.0
1851,1210.0
1852,1220.0
1853,1210.0
1854,1200.0
1855,1210.0
1856,1220.0
1857,1230.0
1858,1240.0
1859,1250.0
1860,1250.0
1861,1240.0
1862,1230.0
1863,1220.0
1864,1210.0
1865,1220.0
1866,1210.0
1867,1200.0
1868,1190.0
1869,1180.0
1870,1190.0
1871,1180.0
1872,1170.0
1873,1160.0
1874,1170.0
1875,1160.0
1876,1150.0
1877,1160.0
1878,1160.0
1879,1170.0
1880,1180.0
1881,1190.0
1882,1205.0
1883,1215.0
1884,1225.0
1885,1215.0
1886,1205.0
1887,1195.0
1888,1185.0
1889,1175.0
1890,1165.0
1891,1155.0
1892,1155.0
1893,1145.0
1894,1135.0
1895,1125.0
1896,1135.0
1897,1125.0
1898,1115.0
1899,1105.0
1900,1095.0
1901,1105.0
1902,1095.0
1903,1095.0
1904,1085.0
1905,1075.0
1906,1085.0
1907,1075.0
1908,1065.0
1909,1055.0
1910,1045.0
1911,1055.0
1912,1045.0
1913,1035.0
1914,1025.0
1915,1015.0
1916,1005.0
1917,1015.0
1918,1005.0
1919,995.0
1920,1010.0
1921,1020.0
1922,1035.0
1923,1025.0
1924,1015.0
1925,1015.0
1926,1005.0
1927,995.0
1928,1005.0
1929,995.0
1930,985.0
1931,995.0
1932,985.0
1933,995.0
1934,1005.0
1935,1005.0
1936,1015.0
1937,1025.0
1938,1035.0
1939,1035.0
1940,1045.0
1941,1045.0
1942,1060.0
1943,1050.0
1944,1040.0
1945,1050.0
1946,1060.0
1947,1070.0
1948,1060.0
1949,1070.0
1950,1060.0
1951,1050.0
1952,1040.0
1953,1030.0
1954,1020.0
1955,1010.0
1956,1000.0
1957,990.0
1958,990.0
1959,990.0
1960,980.0
1961,990.0
1962,980.0
1963,990.0
1964,1000.0
